Property reference number,Address,Postcode,Latitude,Longitude,Ratepayer,Billing Address,Rateable value,VOA code,VOA Description,Liability start date,Reliefs Granted,Discretionary Relief %,Discretionary Relief St Date,Mandatory Relief %,Mandatory Relief Start Date,Exemption_Granted,Exemption Start Date,Empty Rates,Empty Rates Start Date,Full Sbr,Buffer Sbr,Lower Multiplier,Occupied,Empty from
76088896,"Portacabin, Moderna Business Park, Burnley Road, Mytholmroyd          HX7 5QQ",HX7 5QQ,53.72961,-1.97342,,,770,O027,Offices and Premises,2012-04-01,SBR,,,,,,,,,Y,,,Y,
76092705,"Mytholmroyd Community Centre, Caldene Avenue, Mytholmroyd, HX7 5AF",HX7 5AF,53.73115,-1.98589,Mytholmroyd Community Association,"F.A.O. Julie Wilby, Mytholmroyd Community Centre, Caldene Avenue, Mytholmroyd, HX7 5DY",43000,C070,Community Centre And Premises,2012-04-01,DRR MCR DCR,118,2020-04-01,80,2016-08-20,,,,,,,,Y,
76096702,"Waterside, Calder Brook, Hebden Bridge, HX7 8PA",HX7 8PA,53.73423,-1.99641,,,3950,G009,Garage And Premises,2014-01-01,DWR,100,2020-02-10,,,,,,,,,,Y,
76100700,"Whiteley Garage, Calderside, Oakville Road, Hebden Bridge        HX7 6NG",HX7 6NG,53.73985,-2.03116,Network Rail Ltd,"Network Rail, Payables Property, Po Box 4279, Manchester, M60 3EH",810,L037,Land Used For Storage and Premises,2009-01-04,EX,,,,,Rateable Value below threshold,2009-04-04,,,,,,N,2009-04-04
76108006,"6 Carlton Street, Hebden Bridge, HX7 8ER",HX7 8ER,53.74158,-2.01195,,,4500,H031,Hairdressing Salon and Premises,2011-03-01,DWR,100,2020-02-10,,,,,,,,,,Y,
76108700,"Marshalls Bar, Carlton Street, Hebden Bridge, HX7 8ER",HX7 8ER,53.74158,-2.01195,,,9250,P056,Public House and Premises,2000-05-24,SBR DRR DBR,100,2020-04-01,,,,,,,,,Y,Y,
76108704,"Youth House, Carlton Street, Hebden Bridge, HX7 8ER",HX7 8ER,53.74158,-2.01195,Hebden Bridge Light Opera Society C.I.C,"Fao Glenis Parker, 16 Heath Avenue, Halifax, HX3 0EA",3700,W004,Warehouse And Premises,2013-09-06,SBR,,,,,,,,,Y,,,Y,
76120700,"Near Castle Gate, Cragg Vale, Hebden Bridge, HX7 5SJ",HX7 5SJ,53.70923,-1.99402,,,1350,S123,Store And Premises,1990-04-01,SBR,,,,,,,,,,,Y,Y,
76128700,"Central Street Infant School, Central Street, Hebden Bridge, HX7 6HB",HX7 6HB,53.741,-2.01598,Central Street Infant School,"Central Street, Hebden Bridge, HX7 6HB",22500,S164,School and Premises,2001-04-01,SBR,,,,,,,,,,,Y,Y,
76128702,"Salem Community Centre, Central Street, Hebden Bridge, HX7 6HB",HX7 6HB,53.741,-2.01598,,,9600,C070,Community Centre And Premises,1999-05-01,MCR DCR,20,2019-04-01,80,2016-04-01,,,,,,,,Y,
76128703,"Salem Mill, Central Street, Hebden Bridge, HX7 6HB",HX7 6HB,53.741,-2.01598,Aegis Martial Arts Academy - Hebden Bridge,"Fao Tracey & Darren Ogden, Salem Community Resource Cntr, Central Street, Hebden Bridge, HX7 6HB",3150,P065,Playgym and Premises,2015-04-01,SBR,,,,,,,,,Y,,,Y,
76132006,"6 Cheetham Street, Hebden Bridge, HX7 8EW",HX7 8EW,53.74114,-2.01254,,,5400,B016,Betting Shop And Premises,2016-04-11,DWR,100,2020-02-10,,,,,,,,,,Y,
76136700,"Hebden Royd Ce J & I School, Church Lane, Hebden Bridge, HX7 6DS",HX7 6DS,53.74299,-2.02454,Hebden Royd Ce (Va) Primary School,,16250,S164,School and Premises,2001-04-01,MCR,,,80,2002-04-01,,,,,,,,Y,
76140704,"Museum, Church Lane, Heptonstall, Hebden Bridge        HX7 7PL",HX7 7PL,53.74894,-2.0211,Calderdale Mbc Director Of Leisure Services,"Chief Leisure Services Officer, The Keep, Wellesley Park, Gibbet Street, Halifax, HX2 0BA",7700,M038,Museum And Premises,2007-01-01,SBR,,,,,,,,,,,Y,Y,
76144700,"Church Street, Mytholmroyd, Hebden Bridge, HX7 5DS",HX7 5DS,53.73001,-1.982,Calderdale Mbc,"Calderdale Mbc, Cafm Regen & Strategy, Princess Buildings, Princess Street, Halifax, HX1 1TP",1800,C105,Car Park and Premises,1990-04-01,SBR,,,,,,,,,,,Y,Y,
76148004,"4 Commercial Street, Hebden Bridge, HX7 8AJ",HX7 8AJ,53.74171,-2.01144,,,5400,S167,Shop and Premises,1997-02-22,SBR,,,,,,,,,Y,,,Y,
76148702,"2 Commercial Street, Hebden Bridge, HX7 8AJ",HX7 8AJ,53.74171,-2.01144,,,6800,S167,Shop and Premises,2008-04-01,SBR,,,,,,,,,Y,,,Y,
76156704,"Lower Clough Foot, Cragg Vale, Hebden Bridge, HX7 5RU",HX7 5RU,53.71955,-1.98981,,,12300,C010,Camping Site And Premises,1990-04-01,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
76156706,"Robin Hood Inn, Cragg Road, Cragg Vale, Hebden Bridge       HX7 5SQ",HX7 5SQ,53.70988,-1.99149,,,10000,P056,Public House and Premises,2009-09-30,SBR,,,,,,,,,Y,,,Y,
76156709,"Unit 3, Dean Hey Country Business Pk, Cragg Road, Hebden Bridge        HX7 8RU",HX7 8RU,53.74924,-1.99878,The Ark Experience Llp,,38000,D027,Day Nursery and Premises,2015-04-01,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
76156711,"Unit 2E Crossley Works, Cragg Road, Cragg Vale, Hebden Bridge        HX7 5TB",HX7 5TB,53.70824,-2.00364,,,1875,W027,Workshop And Premises,2010-04-01,SBR,,,,,,,,,Y,,,Y,
76156712,"Holiday Apt 1, Higher Clough Foot Barn, Cragg Road, Cragg Vale           HX7 5RU",HX7 5RU,53.71955,-1.98981,,,2000,S022,Self Catering Holiday Unit And Premises,2005-12-14,SBR,,,,,,,,,Y,,,Y,
76156713,"Holiday Apt 2, Higher Clough Foot Barn, Cragg Road, Cragg Vale           HX7 5RU",HX7 5RU,53.71955,-1.98981,,,2000,S022,Self Catering Holiday Unit And Premises,2005-12-14,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
76156714,"Holiday Apt 3, Higher Clough Foot Barn, Cragg Road, Cragg Vale           HX7 5RU",HX7 5RU,53.71955,-1.98981,,,2000,S022,Self Catering Holiday Unit And Premises,2005-12-14,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
76156721,"Unit 8B, Topland Country Business Pk, Cragg Road, Hebden Bridge        HX7 5RU",HX7 5RU,53.71955,-1.98981,,,3700,G029,Gym And Premises,2015-11-16,SBR,,,,,,,,,Y,,,Y,
76156722,"Unit 8A, Topland Country Business Pk, Cragg Road, Hebden Bridge        HX7 5RU",HX7 5RU,53.71955,-1.98981,,,4450,W027,Workshop And Premises,2018-11-01,SBR,,,,,,,,,Y,,,Y,
76156727,"Unit 1C, Topland Country Bus Pk, Cragg Road, Hebden Bridge        HX7 5RU",HX7 5RU,53.71955,-1.98981,J K Leisure Ltd,"Unit 1C, Topland Country Business Park, Cragg Road, Mytholmroyd, HX7 5RU",7200,W027,Workshop And Premises,2014-07-01,SBR,,,,,,,,,Y,,,Y,
76156729,"Unit 8F, Topland Country Bus Pk, Cragg Road, Hebden Bridge        HX7 5RU",HX7 5RU,53.71955,-1.98981,Hebtroco Ltd,,6000,W027,Workshop And Premises,2018-04-01,SBR,,,,,,,,,Y,,,Y,
76156730,"Unit 6A/6B, Topland Country Bus. Pk, Cragg Road, Hebden Bridge        HX7 5RU",HX7 5RU,53.71955,-1.98981,Vizbox Enclosures Ltd,"Unit 6A/B, Topland Country Busihess Park, Cragg Road, Mytholmroyd, HX7 5RU",10000,O027,Offices and Premises,2019-05-01,SBR,,,,,,,,,Y,,,Y,
76156731,"Unit 6B1, Topland Country Bus. Pk, Cragg Road, Hebden Bridge        HX7 5RU",HX7 5RU,53.71955,-1.98981,,,1400,S123,Store And Premises,2016-12-01,SBR,,,,,,,,,Y,,,Y,
76156732,"Unit 2 Riverside Terminal, Hoo Hole, Cragg Road, Hebden Bridge        HX7 5HB",HX7 5HB,53.7226,-1.98932,C M Diesels Ltd,"99 Cragg Road, Hebden Bridge, HX7 5FB",3900,O027,Offices and Premises,2013-09-30,SBR,,,,,,,,,Y,,,Y,
76156733,"Unit 1 Riverside Terminal, Cragg Road, Hebden Bridge, HX7 5HB",HX7 5HB,53.7226,-1.98932,Rs Fluid Power Ltd,,7800,W004,Warehouse And Premises,2019-10-07,SBR,,,,,,,,,Y,,,Y,
76156736,"Units 8D & 8E, Topland Country Bus Pk, Cragg Road, Hebden Bridge        HX7 5RU",HX7 5RU,53.71955,-1.98981,Site Computers Ltd,"Woodville, Cragg Vale, Hebden Bridge, HX7 5TA",5300,W027,Workshop And Premises,2013-04-15,SBR,,,,,,,,,Y,,,Y,
76156737,"Unit 9D, Topland Country Bus Pk, Cragg Road, Hebden Bridge        HX7 5RU",HX7 5RU,53.71955,-1.98981,Evanmore Ltd,"F.Ao. Duncan Livermore, Driftwood House, The Marrams, Sea Palling, Norwich Norfolk, NR12 0UN",3600,W004,Warehouse And Premises,2017-12-01,SBR,,,,,,,,,Y,,,Y,
76156738,"Unit 9E, Topland Country Bus Pk, Cragg Road, Hebden Bridge        HX7 5RU",HX7 5RU,53.71955,-1.98981,Hebden Bridge Brass Band,"Fao Mr Steve Gardiner, Unit 9E, Topland Country Bus Park, Cragg Road, Mytholmroyd, HX7 5RU",3600,W004,Warehouse And Premises,2017-07-01,SBR,,,,,,,,,Y,,,Y,
76160064,"64 Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5EZ",HX7 5EZ,53.725,-1.98956,,,730,A021,Art Gallery And Premises,2011-12-10,SBR,,,,,,,,,Y,,,Y,
76160702,"1st Floor, Adj New Bridge, Cragg Road, Mytholmroyd, Hebden Bridge       HX7 5HR",HX7 5HR,53.72574,-1.98886,Calderdale Mbc,"Community Services, Westgate House, Halifax, HX1 1PD",4450,O027,Offices and Premises,2003-10-22,SBR,,,,,,,,,,,Y,Y,
76160703,"Mytholmroyd Library, Cragg Road, Mytholmroyd, Hebden Bridge       HX7 5HR",HX7 5HR,53.72574,-1.98886,Director Of Leisure Services,"Fao Shabbir Suleman, Westgate House, Westgate, Halifax, HX1 1PS",2200,L027,Library And Premises,1990-04-01,SBR,,,,,,,,,,,Y,Y,
76160705,"Cragg Holme Mill, Off Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5SQ",HX7 5SQ,53.70988,-1.99149,,,2900,W027,Workshop And Premises,1990-04-01,SBR,,,,,,,,,Y,,,Y,
76160709,"The Old Fire Station, Cragg Road, Mytholmroyd, HX7 5EG",HX7 5EG,53.72758,-1.98836,,,5600,S051,"Shop, Workshop And Premises",2013-06-19,SBR,,,,,,,,,Y,,,Y,
76160711,"Unit 2B Crossley Works, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5HR",HX7 5HR,53.72574,-1.98886,Walker Boats Ltd,"F.A.O. Mr Frank Walker, 33 Half House Lane, Hove Edge, Brighouse, HD6 2PH",3800,W027,Workshop And Premises,2004-06-01,SBR,,,,,,,,,Y,,,Y,
76160722,"Unit 14, Topland Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Broadcliffe Fabrications Ltd,,6600,W027,Workshop And Premises,2003-04-01,SBR,,,,,,,,,Y,,,Y,
76160723,"Unit 16, Topland Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Thornber Chicks Ltd,"Unit 6, Dean Hey Country Business Pk, Cragg Vale, HX7 5RU",4050,W027,Workshop And Premises,2019-09-02,SBR,,,,,,,,,Y,,,Y,
76160725,"Unit 11A, Topland Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Garvey Holdings Ltd,,6700,O027,Offices and Premises,2019-10-01,SBR,,,,,,,,,Y,,,Y,
76160730,"Unit 10A, Topland Country Busn.Pk, Cragg Road, Mytholmroyd",HX7 5RU,53.71955,-1.98981,Calder Community Kitchen Ltd,"Unit 10A, Topland Business Park, Cragg Road, Mytholmroyd, HX7 5RW",4000,O032,"Offices, Office And Premises",2013-06-01,SBR,,,,,,,,,Y,,,Y,
76160733,"Unit 3B, Top Land Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,,,8000,W004,Warehouse And Premises,2019-10-01,SBR,,,,,,,,,,,Y,Y,
76160734,"Unit 9A, Top Land Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,,,4050,W027,Workshop And Premises,2005-02-25,SBR,,,,,,,,,Y,,,Y,
76160735,"Unit 9B, Top Land Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Gareth Connor Ltd,,3400,S123,Store And Premises,2019-09-30,SBR,,,,,,,,,Y,,,Y,
76160736,"Unit 9C, Top Land Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Pg Control Systems Ltd,"Unit 9c, Top Land Country Business Park, Cragg Road , Mytholmroyd, Hebden Bridge, HX7 5RW",3550,S123,Store And Premises,2008-08-01,SBR,,,,,,,,,Y,,,Y,
76160744,"Unit 3A, Topland Country Busn.Pk., Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,,,6700,W004,Warehouse And Premises,2019-10-01,SBR,,,,,,,,,,,Y,Y,
76160749,"Unit 2A Crossley Works, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5HR",HX7 5HR,53.72574,-1.98886,,,2300,W027,Workshop And Premises,2013-07-01,SBR,,,,,,,,,Y,,,Y,
76160758,"Unit 5, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,,,4850,W027,Workshop And Premises,2005-12-01,SBR,,,,,,,,,Y,,,Y,
76160761,"Unit 1D, Dean Hey Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,,,7000,O027,Offices and Premises,2013-11-01,SBR,,,,,,,,,Y,,,Y,
76160768,"Unit 12, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Addison Holdings Ltd,"6 Albert Street, Mytholmroyd, Hebden Bridge, HX7 5NN",1850,O027,Offices and Premises,2008-08-01,SBR,,,,,,,,,Y,,,Y,
76160769,"Unit 15, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,,,4200,W027,Workshop And Premises,2016-04-01,SBR,,,,,,,,,Y,,,Y,
76160770,"Unit 17, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,,,2475,O027,Offices and Premises,2016-01-01,SBR,,,,,,,,,Y,,,Y,
76160772,"Unit 9F, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,,,3350,S123,Store And Premises,2017-02-06,SBR,,,,,,,,,Y,,,Y,
76160777,"Store & Premises Adj Unit 1, Dean Hey Country Bsn Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Maker Projects Ltd,,2650,S123,Store And Premises,2019-10-01,SBR,,,,,,,,,Y,,,Y,
76160779,"Unit 4, Dean Hey Country Bsn Park, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,The Ark Experience Llp,,19750,D027,Day Nursery and Premises,2015-04-01,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
76160784,"Unit 10E, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Max Clock Cards Limited,,3150,O027,Offices and Premises,2017-11-01,SBR,,,,,,,,,Y,,,Y,
76160785,"Unit 10F, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Atmosphere Environmental Ltd,"Unit 10F, Topland Country Business Park, Cragg Road, Mytholmroyd, HX7 5RU",3100,O027,Offices and Premises,2016-03-01,SBR,,,,,,,,,Y,,,Y,
76160786,"Unit 2B, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Westlander Ltd,"Unit 2b, Topland Country Business Park, Cragg Road, Mytholmroyd, HX7 5RU",7100,W004,Warehouse And Premises,2016-11-01,SBR,,,,,,,,,Y,,,Y,
76160787,"Unit 2A, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Branded Consumable Goods (Direct) Ltd,,9000,O027,Offices and Premises,2008-01-02,SBR,,,,,,,,,Y,,,Y,
76160788,"Unit 2C & 2D Crossley Works, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5EY",HX7 5EY,53.72614,-1.98911,,,2650,W027,Workshop And Premises,2008-03-27,SBR,,,,,,,,,Y,,,Y,
76160790,"Unit 10B, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Noonstone Ltd,"Unit 10b, Topland Country Business Park, Cragg Road, Mytholmroyd, HX7 5RU",5700,O027,Offices and Premises,2016-01-01,SBR,,,,,,,,,Y,,,Y,
76160797,"Unit 4F, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Countryside Learning,,3150,O027,Offices and Premises,2010-05-01,MCR,,,80,2010-05-01,,,,,,,,Y,
76160798,"Unit 4G, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,,,3000,O027,Offices and Premises,2010-05-01,SBR,,,,,,,,,Y,,,Y,
76160799,"Unit 4E, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Metropolis Interiors Ltd,"Hawkstone House, Valley Road, Hebden Bridge, West Yorkshire, HX7 7BL",3150,O027,Offices and Premises,2016-01-01,SBR,,,,,,,,,Y,,,Y,
76160800,"Unit 4D, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,,,3150,O027,Offices and Premises,2019-11-01,SBR,,,,,,,,,Y,,,Y,
76160801,"Unit 4A, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Meissner Bolte (Uk) Limited,,7700,O027,Offices and Premises,2019-01-01,SBR,,,,,,,,,Y,,,Y,
76160802,"Unit 4B, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Round Bank Engineering Ltd,"90 Industrial Road, Sowerby Bridge, HX6 2RA",2450,O027,Offices and Premises,2019-03-01,SBR,,,,,,,,,Y,,,Y,
76160803,"Unit 6C & 6D, Topland Country Business Pk, Cragg Road, Mytholmroyd",HX7 5RU,53.71955,-1.98981,Friendly Soap Ltd,"Unit 6c, Top Land Country Business Park, Hebden Bridge, HX7 5RW",9100,W027,Workshop And Premises,2019-01-01,SBR,,,,,,,,,Y,,,Y,
76160804,"Unit 4C, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,,,3200,O027,Offices and Premises,2018-01-09,SBR,,,,,,,,,Y,,,Y,
76160805,"Unit 1, Dean Hey Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,The Yorkshire Chocolate Company Ltd,"73 Lennox Road, Todmorden, OL14 8PS",4900,O027,Offices and Premises,2020-01-01,SBR,,,,,,,,,Y,,,Y,
76160806,"Unit 1A, Dean Hey Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,,,5200,O027,Offices and Premises,2012-10-24,SBR,,,,,,,,,Y,,,Y,
76160807,"Unit 1B, Dean Hey Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,,,7800,O016,Offices And Premises,2018-12-08,SBR,,,,,,,,,Y,,,Y,
76160809,"Unit 1C, Dean Hey Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Guard Tech Industrial Supplies Ltd,"Holme End Works, Calder Brook, Hebden Bridge, HX7 8NX",5000,O027,Offices and Premises,2019-10-01,SBR,,,,,,,,,Y,,,Y,
76160813,"Units 3 & 6, Cragg Road Works, Cragg Road, Mytholmroyd          HX7 5EY",HX7 5EY,53.72614,-1.98911,Adventure Spec Ltd,"Unit 3 Cragg Road Works, Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5EY",7700,W004,Warehouse And Premises,2013-06-01,SBR,,,,,,,,,Y,,,Y,
76160814,"Royds Ice Cream, Cragg Road Works, Cragg Road, Mytholmroyd          HX7 5HR",HX7 5HR,53.72574,-1.98886,Lakebeech Ltd,"Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5HR",28000,W004,Warehouse And Premises,2014-04-01,SBR,,,,,,,,,,,Y,Y,
76160815,"Unit 10G, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,,,3150,O027,Offices and Premises,2015-01-01,SBR,,,,,,,,,Y,,,Y,
76160816,"Unit 10H, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,,,2900,O027,Offices and Premises,2015-01-01,SBR,,,,,,,,,Y,,,Y,
76160818,"Unit 2A Dean Hey C'Try B Pk, Cragg Road, Mytholmroyd, HX7 5RU",HX7 5RU,53.71955,-1.98981,Total Claims Solutions (Uk) Ltd,"Unit 2A, Dean Hey Country Business Pk, Cragg Road, Mytholmroyd, HX7 5RU",9300,O027,Offices and Premises,2014-11-01,SBR,,,,,,,,,Y,,,Y,
76160819,"Unit 2B Dean Hey C'Try B Pk, Cragg Road, Mytholmroyd, HX7 5RU",HX7 5RU,53.71955,-1.98981,R & M Services Ltd,,7600,O027,Offices and Premises,2018-05-01,SBR,,,,,,,,,Y,,,Y,
76160820,"Unit 11B, Topland Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Obscure Clothing Ltd,,4150,O027,Offices and Premises,2018-10-01,SBR,,,,,,,,,Y,,,Y,
76160821,"Unit 11C, Topland Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Sand In Your Eye Ltd,,6800,O027,Offices and Premises,2017-02-13,SBR,,,,,,,,,Y,,,Y,
76160822,"Unit 2D, Dean Hey Country Bus Park, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Synlab Analytics & Services United Kingdom Limited,"44 Colbourne Crescent, Nelson Park, Cramlington, England, NE23 1WB",14000,O027,Offices and Premises,2019-01-01,SBR,,,,,,,,,,,Y,Y,
76160823,"Unit 2C, Dean Hey Country Bus Park, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Synlab Analytics & Services United Kingdom Limited,"44 Colbourne Crescent, Nelson Park, Cramlington, England, NE23 1WB",8800,O027,Offices and Premises,2019-01-01,SBR,,,,,,,,,,,Y,Y,
76160827,"Units 1-3 Hoo Hole Mill, Cragg Road, Mytholmroyd, HX7 5JT",HX7 5JT,53.72473,-1.98862,Hoo Hole Limited,"Units 6-7 Hoo Hole Mill, Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5JT",31000,W027,Workshop And Premises,2019-11-16,ER,,,,,,,Y,05/16/20,,,,N,2020-05-16
76160829,"Units 6-7 Hoo Hole Mill, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5JT",HX7 5JT,53.72473,-1.98862,Hoo Hole Limited,"Units 6-7 Hoo Hole Mill, Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5JT",8300,W027,Workshop And Premises,2016-12-21,SBR,,,,,,,,,Y,,,Y,
76160830,"Units 4-5 Hoo Hole Mill, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5JT",HX7 5JT,53.72473,-1.98862,,,14500,W027,Workshop And Premises,2019-05-20,SBR,,,,,,,,,,Y,,Y,
76160833,"10C Topland Country Bus Pk, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5RU",HX7 5RU,53.71955,-1.98981,,,6100,O016,Offices And Premises,2019-09-02,SBR,,,,,,,,,Y,,,Y,
76160834,"10D Topland Country Bus Pk, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5RU",HX7 5RU,53.71955,-1.98981,H L T Heating Ltd,,3800,O016,Offices And Premises,2019-10-01,SBR,,,,,,,,,Y,,,Y,
76160836,"Unit 6, Dean Hey Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Thornber Chicks Ltd,"Unit 6, Dean Hey Country Business Pk, Cragg Vale, HX7 5RU",2850,O016,Offices And Premises,2018-11-01,SBR,,,,,,,,,,,Y,Y,
76160837,"Units 1, 1A & 1B, Topland Country Bus Park, Cragg Road, Hebden Bridge        HX7 5RU",HX7 5RU,53.71955,-1.98981,Active Human Ltd,"Unit 1A & 1B, Topland Country Business Pk, Burnley Road, Mytholmroyd, HX7 5RU",9000,F003,Factory And Premises,2019-10-04,SBR,,,,,,,,,Y,,,Y,
76164700,"Cragg Hall Grounds, Cragg Vale, Hebden Bridge, HX7 5TB",HX7 5TB,53.70824,-2.00364,,,960,T012,Tennis Club And Premises,1990-04-01,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
76164701,"Hinchcliffe Arms, Cragg Vale, Hebden Bridge, HX7 5TA",HX7 5TA,53.70324,-2.00382,,,20750,P056,Public House and Premises,2017-06-18,DRR SBR SSR DBR,100,2020-04-01,,,,,,,,,Y,Y,
76168700,"Croft Street, Hebden Bridge, HX7 8AF",HX7 8AF,53.74034,-2.01219,,,860,S123,Store And Premises,2019-09-18,EX,,,,,Empty Property - RV < 15000,2020-03-18,,,,,,N,2020-03-18
76176005,"5 Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,,,7000,S167,Shop and Premises,2016-01-22,SBR,,,,,,,,,Y,,,Y,
76176006,"6/8 Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,,,13000,S167,Shop and Premises,2018-08-18,DWR,100,2020-02-10,,,,,,,,,,Y,
76176007,"7 Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,,,9300,S167,Shop and Premises,2019-07-27,DWR,100,2020-02-10,,,,,,,,,,Y,
76176009,"9 Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,,,11250,S167,Shop and Premises,2020-04-24,SBR,,,,,,,,,Y,,,Y,
76176015,"15 Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,Boots Uk Ltd,"C/O Gl Hearn Management Ltd, Po Box 1821, Southampton, SO18 9NA",20000,S167,Shop and Premises,1996-11-01,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
76176017,"17 Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,,,7600,S167,Shop and Premises,2020-02-09,SBR,,,,,,,,,Y,,,Y,
76176019,"19 Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,Big Squeeze Ltd,"C/O 6 Paddy Bridge Road, Hebden Bridge, HX7 5BP",19000,S167,Shop and Premises,2016-10-02,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
