Property reference number,Address,Postcode,Latitude,Longitude,Ratepayer,Billing Address,Rateable value,VOA code,VOA Description,Liability start date,Reliefs Granted,Discretionary Relief %,Discretionary Relief St Date,Mandatory Relief %,Mandatory Relief Start Date,Exemption_Granted,Exemption Start Date,Empty Rates,Empty Rates Start Date,Full Sbr,Buffer Sbr,Lower Multiplier,Occupied,Empty from
76176021,"21 Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,,,10500,S167,Shop and Premises,2011-10-17,SBR,,,,,,,,,Y,,,Y,
76176027,"27 Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,Setbray Properties Ltd,"Suite 1, 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",9500,S167,Shop and Premises,2020-04-02,EX,,,,,Awaiting occupation,2020-04-02,,,,,,Y,2020-04-02
76176029,"29 Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,,,11750,S167,Shop and Premises,2001-11-05,SBR,,,,,,,,,Y,,,Y,
76176033,"33 Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,Marshall Bakers Ltd,"F.A.O. Jane Marshall, Units 38-41, Royds Enterprise Park, Future Fields, Bradford, BD6 3EW",10500,S167,Shop and Premises,2016-06-13,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
76176700,"Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,One Stop Stores Ltd,"Apex Road, Brownhills, Walsall, WS8 7HU",25750,S167,Shop and Premises,2013-10-28,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
76176701,"The Crown Inn, 10 Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,,,20500,P056,Public House and Premises,2019-12-17,DWR,100,2020-02-10,,,,,,,,,,Y,
76176704,"2 Carlton House, Crown Street, Hebden Bridge, HX7 8ES",HX7 8ES,53.74163,-2.01212,Bathroom Boutique (Hebden Bridge) Ltd,,22750,S167,Shop and Premises,2015-03-01,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
76176705,"3 Carlton House, Crown Street, Hebden Bridge, HX7 8ES",HX7 8ES,53.74163,-2.01212,,,15000,S167,Shop and Premises,2019-10-01,DRR SBR,100,2020-04-01,,,,,,,,,Y,Y,
76176707,"Carlton Street, Hebden Bridge, HX7 8ES",HX7 8ES,53.74163,-2.01212,Oasis (Hebden Bridge) Ltd,,28750,S167,Shop and Premises,1998-10-15,DRR SBR,100,2020-05-11,,,,,,,,,Y,Y,
76176709,"2 Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,Nutclough Mill Ltd,"3 Richmond House, Caldene Business Park, Mytholmroyd, Hebden Bridge, HX7 5QJ",1,U018,Undergoing Reconstruction,2016-09-06,EX,,,,,Rateable Value below threshold,2016-09-06,,,,,,N,2016-09-06
76176710,"2 Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,Nutclough Mill Ltd,"3 Richmond House, Caldene Business Park, Mytholmroyd, Hebden Bridge, HX7 5QJ",1,U018,Undergoing Reconstruction,2016-09-06,EX,,,,,Rateable Value below threshold,2017-03-20,,,,,,N,2017-03-20
76176711,"3 Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,Overgate Hospice Support Ltd,"30 Hullen Edge Road, Elland, HX5 0QY",19500,S167,Shop and Premises,2018-04-01,SBR DRR DOR,190,2020-04-01,,,,,,,,,Y,Y,
76176712,"19a Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,,,11000,S167,Shop and Premises,2018-05-22,DWR,100,2020-02-10,,,,,,,,,,Y,
76176713,"19c Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,Mountain Wild [ Uk ] Ltd,,10500,S167,Shop and Premises,2006-11-01,SBR,,,,,,,,,Y,,,Y,
76176715,"Adj 29 Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,Setbray Properties Ltd,"Suite 1, 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",205,S123,Store And Premises,2002-04-01,EX,,,,,Rateable Value below threshold,2002-07-01,,,,,,N,2002-07-01
76176718,"4 Cheetham Street, Hebden Bridge, HX7 8EW",HX7 8EW,53.74114,-2.01254,,,3900,S167,Shop and Premises,2013-09-01,SBR,,,,,,,,,Y,,,Y,
76176722,"Basement Carlton Hotel, Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,,,10250,P056,Public House and Premises,1997-04-01,SBR,,,,,,,,,Y,,,Y,
76176724,"11 Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,,,13000,S167,Shop and Premises,2018-12-06,SBR DRR,100,2020-04-01,,,,,,,,Y,,Y,
76176727,"Atm Site, 1 Carlton House, Crown Street, Hebden Bridge        HX7 8ES",HX7 8ES,53.74163,-2.01212,Natwest Bank Plc,"Po Box 6079, Wolverhampton, WV1 9RA",5900,S171,Site Of Automatic Teller Machine and Premises,2016-08-10,SBR,,,,,,,,,,,Y,Y,
76176728,"1 Carlton House, Crown Street, Hebden Bridge, HX7 8ES",HX7 8ES,53.74163,-2.01212,Oasis News Ltd,"1 Carlton House, Albert Street, Hebden Bridge, HX7 8ES",16750,S035,Shop And Premises,2016-08-10,DRR SBR,100,2020-05-11,,,,,,,,,Y,Y,
76176730,"2 New Bank Apartments, 2 Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,Nutclough Mill Ltd,"3 Richmond House, Caldene Business Park, Mytholmroyd, Hebden Bridge, HX7 5QJ",3200,S022,Self Catering Holiday Unit And Premises,2019-03-01,SBR,,,,,,,,,,,Y,Y,
76176731,"1 New Bank Apartments, 2 Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,Nutclough Mill Ltd,"3 Richmond House, Caldene Business Park, Mytholmroyd, Hebden Bridge, HX7 5QJ",2000,S022,Self Catering Holiday Unit And Premises,2019-03-01,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
76176732,"4 Crown Street, Hebden Bridge, HX7 8EH",HX7 8EH,53.74157,-2.01286,,,14500,C003,Cafe And Premises,2019-08-28,DWR,100,2020-02-10,,,,,,,,,,Y,
76180700,"Dale View, Mytholmroyd, Hebden Bridge, HX7 5DU",HX7 5DU,53.7295,-1.98068,,,800,T015,Tennis Courts,1990-04-01,SBR,,,,,,,,,Y,,,Y,
76180701,"Church Street, Mytholmroyd, Hebden Bridge, HX7 5DS",HX7 5DS,53.73001,-1.982,,,770,B041,Bowling Green and Premises,2015-04-01,SBR,,,,,,,,,Y,,,Y,
76192700,"Highgate Farm Shop, Heptonstall, Hebden Bridge, HX7 7PF",HX7 7PF,53.75562,-2.05653,,,940,S167,Shop and Premises,1990-04-01,MVR DAR,50,2018-04-01,50,2017-04-01,,,,,,,,Y,
76196088,"88 Elphaborough Close, Mytholmroyd, Hebden Bridge, HX7 5JY",HX7 5JY,53.72909,-1.9846,Places For People,"C/O Corporate Estates, 4 The Pavilions, Portway, Preston, PR2 2YB",2650,O027,Offices and Premises,2006-01-01,MCR,,,80,2010-04-01,,,,,,,,Y,
76196700,"Elphaborough Close, Mytholmroyd, Hebden Bridge, HX7 5JY",HX7 5JY,53.72909,-1.9846,Places For People,"C/O Corporate Estates, 4 The Pavilions, Portway, Preston, PR2 2YB",1700,C070,Community Centre And Premises,1990-04-01,DRR MCR,100,2020-04-01,80,2010-04-01,,,,,,,,Y,
76212701,"Adj Crown Works, Foster Lane, Hebden Bridge, HX7 8JX",HX7 8JX,53.74578,-2.01203,Victoria Road Garage (Hebden Bridge) Ltd,"Crown Works, Victoria Road, Hebden Bridge, HX7 8JX",1775,L037,Land Used For Storage and Premises,1990-04-01,SBR,,,,,,,,,,,Y,Y,
76212702,"Crown Works, Victoria Road, Hebden Bridge, HX7 8JX",HX7 8JX,53.74578,-2.01203,Victoria Road Garage (Hebden Bridge) Ltd,"Crown Works, Victoria Road, Hebden Bridge, HX7 8JX",6800,G009,Garage And Premises,1990-04-01,SBR,,,,,,,,,Y,,,Y,
76212703,"Spring Grove Stables, Foster Lane, Hebden Bridge, HX7 8JX",HX7 8JX,53.74578,-2.01203,,,2550,G009,Garage And Premises,2003-04-01,EX,,,,,Empty Property - RV < 15000,2011-04-01,,,,,,N,2011-04-01
76220003,"3 Garden Street, Hebden Bridge, HX7 8AQ",HX7 8AQ,53.74169,-2.01147,,,5400,S167,Shop and Premises,2011-01-02,SBR,,,,,,,,,Y,,,Y,
76220700,"Garden Street, Hebden Bridge, HX7 8AQ",HX7 8AQ,53.74169,-2.01147,Calderdale Mbc,"Calderdale Mbc, Cafm Regen & Strategy, Princess Buildings, Princess Street, Halifax, HX1 1TP",13500,C105,Car Park and Premises,1990-04-01,SBR,,,,,,,,,,,Y,Y,
76220702,"1ST & 2ND Floor, 4 Garden Street, Hebden Bridge, HX7 8AQ",HX7 8AQ,53.74169,-2.01147,,,4550,O027,Offices and Premises,2012-11-01,DWR,100,2020-02-10,,,,,,,,,,Y,
76224700,"George Street, Mytholmroyd, Hebden Bridge, HX7 5DT",HX7 5DT,53.72949,-1.98201,,,3500,L018,Launderette And Premises,2016-10-01,DWR,100,2020-02-10,,,,,,,,,,Y,
76224705,"George Street, Mytholmroyd, Hebden Bridge, HX7 5DT",HX7 5DT,53.72949,-1.98201,,,3250,G009,Garage And Premises,1990-04-01,SBR,,,,,,,,,Y,,,Y,
76224707,"Back George Street, Mytholmroyd, Hebden Bridge, HX7 5DT",HX7 5DT,53.72949,-1.98201,,,1525,S123,Store And Premises,2006-11-01,SBR,,,,,,,,,Y,,,Y,
76224709,"Unit 1, George Street, Mytholmroyd, Hebden Bridge        HX7 5DT",HX7 5DT,53.72949,-1.98201,,,4750,W027,Workshop And Premises,2007-07-01,SBR,,,,,,,,,Y,,,Y,
76224710,"Unit 2, George Street, Mytholmroyd, Hebden Bridge        HX7 5DT",HX7 5DT,53.72949,-1.98201,,,1900,W027,Workshop And Premises,2018-03-19,SBR,,,,,,,,,Y,,,Y,
76224711,"Unit 3, George Street, Mytholmroyd, Hebden Bridge        HX7 5DT",HX7 5DT,53.72949,-1.98201,A Big Store.Com,,4550,W027,Workshop And Premises,2004-09-01,SBR,,,,,,,,,Y,,,Y,
76224712,"Unit 4, George Street, Mytholmroyd, Hebden Bridge        HX7 5DT",HX7 5DT,53.72949,-1.98201,,,1950,W027,Workshop And Premises,2017-02-01,SBR,,,,,,,,,Y,,,Y,
76224713,"Unit F, George Street, Mytholmroyd, Hebden Bridge        HX7 5DT",HX7 5DT,53.72949,-1.98201,Vizur Engineering Ltd,"Fao Anthony Bramley, 15 New Road, Mytholmroyd, HX7 5DZ",7000,W027,Workshop And Premises,2015-04-01,SBR,,,,,,,,,Y,,,Y,
76232703,"Dene Cottage, Grange Dene, Mytholmroyd, Hebden Bridge        HX7 5LL",HX7 5LL,53.73077,-1.98171,,,2550,S022,Self Catering Holiday Unit And Premises,2018-06-01,DWR,100,2020-02-10,,,,,,,,,,Y,
76236701,"Grange Yard, Mytholmroyd, Hebden Bridge, HX7 5LL",HX7 5LL,53.73077,-1.98171,,,1925,W027,Workshop And Premises,2018-01-03,DWR,100,2020-02-10,,,,,,,,,,Y,
76240706,"Adv Rt Bus Shltr  07020151, Adj Stoney Lane, Halifax Road, Charlestown          HX7 6PL",HX7 6PL,53.73488,-2.04392,Clear Channel (Uk) Ltd,"Nndr Dept, Orion Gate, Guildford Road, Woking Surrey, GU22 7NJ",125,A028,Advertising Right and Premises,2009-09-16,SBR,,,,,,,,,,,Y,Y,
76240707,"Whiteley Garage, Whiteley Arches, Halifax Road, Hebden Bridge        HX7 5NX",HX7 5NX,53.73007,-1.97786,Primesight Ltd,"1 Park West, 33-39 Strand Street, Liverpool, L1 8LT",450,A028,Advertising Right and Premises,2011-07-07,SBR,,,,,,,,,,,Y,Y,
76242701,"The Hatcheries, Hall Bank Lane, Mytholmroyd, Hebden Bridge       HX7 5HQ",HX7 5HQ,53.7268,-1.98348,Sweet & Maxwell Ltd,"Thomson Reuters, C/O Cbre F.A.O Tim Johnson, Henrietta House, Henrietta Place, London, W1G 0NB",183000,O027,Offices and Premises,1997-09-01,,,,,,,,,,,,,Y,
76242702,"Gr 40172 425510, Top Land Country Business Pk, Mytholmroyd, Hebden Bridge        HX7 5RU",HX7 5RU,53.71955,-1.98981,Vodafone Ltd,"C/O Ctil, Rate Acc Management, Colliers Int Rating Uk Llp, 12th Floor, 11 Brindley Place, 2 Brunswick Square, Brindley Place, Birmingham, B1 2LP",6000,C103,Communication Station and Premises,1998-01-01,SBR,,,,,,,,,,,Y,Y,
76244005,"5 Hangingroyd Lane, Hebden Bridge, HX7 7BX",HX7 7BX,53.74295,-2.01326,,,3600,S167,Shop and Premises,2013-12-05,SBR,,,,,,,,,Y,,,Y,
76244704,"Lodge Rooms, Hangingroyd Lane, Hebden Bridge, HX7 7DD",HX7 7DD,53.74382,-2.01263,Lodge Of Prince Frederick 307,"Fao Robert Walker (Treasurer), Hollins House, Aysgarth, Leyburn, DL8 3AQ",4950,C104,Club and Premises,1990-04-01,SBR,,,,,,,,,Y,,,Y,
76244707,"Star Garage, Townson Works, Hangingroyd Lane, Hebden Bridge       HX7 7DD",HX7 7DD,53.74382,-2.01263,Star Garage Ltd,,9000,G009,Garage And Premises,2018-02-01,SBR,,,,,,,,,Y,,,Y,
76244708,"Health Centre, Hangingroyd Lane, Hebden Bridge, HX7 7DD",HX7 7DD,53.74382,-2.01263,South West Yorkshire Partnership Nhs Foundation Trust,"Fieldhead, Ouchthorpe Lane, Wakefield, WF1 3SP",24000,H033,Health Centre and Premises,2010-04-01,SBR,,,,,,,,,,,Y,Y,
76244709,"Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",HX7 7DD,53.74382,-2.01263,La Perla Restaurant (Heb) Ltd,,20500,R034,Restaurant and Premises,2019-04-08,DRR SBR,100,2020-04-01,,,,,,,,,Y,Y,
76244710,"Suite Two 1ST Floor, Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD",HX7 7DD,53.74382,-2.01263,,,3300,O016,Offices And Premises,2016-07-01,SBR,,,,,,,,,Y,,,Y,
76244712,"Suites 1 & 4,2ND Floor, Burlees House, Hangingroyd Lane, Hebden Bridge       HX7 7DD",HX7 7DD,53.74382,-2.01263,Setbray Properties Ltd,"Suite 1, 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",8800,O027,Offices and Premises,2016-04-01,SBR,,,,,,,,,Y,,,Y,
76244716,"Suite 3, 1st Floor, Burlees House, Hangingroyd Lane, Hebden Bridge       HX7 7DD",HX7 7DD,53.74382,-2.01263,,,2950,O027,Offices and Premises,2015-08-01,SBR,,,,,,,,,Y,,,Y,
76244719,"Hangingroyd Lane, Hebden Bridge, HX7 7DD",HX7 7DD,53.74382,-2.01263,South West Yorkshire Partnership Nhs Foundation Trust,"Fieldhead, Ouchthorpe Lane, Wakefield, WF1 3SP",18000,O027,Offices and Premises,2010-04-01,SBR,,,,,,,,,,,Y,Y,
76244722,"Suite 5, 1ST Floor Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD",HX7 7DD,53.74382,-2.01263,Setbray Properties Ltd,"Suite 1, 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",5900,O027,Offices and Premises,2018-06-01,ER,,,,,,,Y,07/27/19,,,,N,2019-07-27
76244723,"Suite 4, 1ST Floor Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD",HX7 7DD,53.74382,-2.01263,,,6800,O027,Offices and Premises,2019-05-01,SBR,,,,,,,,,Y,,,Y,
76244725,"Suite 3 2ND Floor, Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD",HX7 7DD,53.74382,-2.01263,,,2475,O027,Offices and Premises,2018-01-01,SBR,,,,,,,,,Y,,,Y,
76244726,"Suite 2 Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",HX7 7DD,53.74382,-2.01263,Butterworth Solicitors & Dfg Solicitors,"C/O Suite 2 Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",6000,O027,Offices and Premises,2016-06-01,SBR,,,,,,,,,,,Y,Y,
76244732,"Office 3 Suite 1, 1ST Flr Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD",HX7 7DD,53.74382,-2.01263,,,1300,O027,Offices and Premises,2014-08-01,SBR,,,,,,,,,Y,,,Y,
76244733,"Office 2 Suite 1, 1ST Flr Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD",HX7 7DD,53.74382,-2.01263,,,1250,O027,Offices and Premises,2012-12-01,SBR,,,,,,,,,Y,,,Y,
76244734,"Office 1 Suite 1, 1ST Flr Burlees House, Hangingroyd Lane, Hebden Bridge        HX7 7DD",HX7 7DD,53.74382,-2.01263,Hannah Nunn Ltd,"Office Suite 1, 1st Flr Burless House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",4850,O027,Offices and Premises,2012-12-01,SBR,,,,,,,,,Y,,,Y,
76244735,"Office At Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",HX7 7DD,53.74382,-2.01263,Yorkshire Office Services Ltd,,3250,O027,Offices and Premises,2012-12-01,SBR,,,,,,,,,Y,,,Y,
76244736,"Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",HX7 7DD,53.74382,-2.01263,Lambert Print And Design Ltd,"Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",6800,W027,Workshop And Premises,2012-12-01,SBR,,,,,,,,,Y,,,Y,
76248700,"Hebden Hey, Hardcastle Crags, Hebden Bridge, HX7 7AW",HX7 7AW,53.75851,-2.03358,,,12000,H024,Hostel And Premises,1990-04-01,DRR MCR DCR,112,2020-04-01,80,2002-04-01,,,,,,,,Y,
76248701,"Gibson Mill, Hardcastle Crags, Hebden Bridge, HX7 7AW",HX7 7AW,53.75851,-2.03358,The National Trust,"Transaction Processing Unit, Epsom Court, Epsom Road,, White Horse Business Park, Trowbridge, Wiltshire, BA14 0XF",6900,V009,Visitor Centre and Premises,2005-09-01,DRR MCR,100,2020-04-01,80,2005-09-01,,,,,,,,Y,
76252017,"17 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",HX7 5LH,53.73068,-1.98183,,,2600,S167,Shop and Premises,2018-02-02,DWR,100,2020-02-10,,,,,,,,,,Y,
76252021,"(Shop), 21 Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5LN",HX7 5LN,53.73022,-1.97906,,,4700,C003,Cafe And Premises,2016-04-22,SBR,,,,,,,,,Y,,,Y,
76252770,"Unit 22, Moderna Business Park, Burnley Road, Hebden Bridge        HX7 5QQ",HX7 5QQ,53.72961,-1.97342,K L M Auctioneers Ltd,,7600,W004,Warehouse And Premises,2019-09-01,SBR,,,,,,,,,Y,,,Y,
76252775,"17D & 17E, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QQ",HX7 5QQ,53.72961,-1.97342,Playtopia Ltd,,22500,P021,Play Gym And Premises,2018-06-06,DRR SBR,100,2020-04-01,,,,,,,,,Y,Y,
76252776,"Adv Rt 0702 0153 Bus Shelter, O/S White Lee Gardens, Burnley Road, Mytholmroyd          HX7 5PD",HX7 5PD,53.73086,-1.97378,Clear Channel (Uk) Ltd,"Nndr Dept, Orion Gate, Guildford Road, Woking Surrey, GU22 7NJ",225,A028,Advertising Right and Premises,2010-10-12,SBR,,,,,,,,,,,Y,Y,
76252779,"Unit 14A & 14B, Moderna Business Park, Burnley Road, Mytholmroyd          HX7 5QQ",HX7 5QQ,53.72961,-1.97342,G B Air Control Ltd,"Unit 14A & 14B, Moderna Business Park, Mytholmroyd, Hebden Bridge, HX7 5QQ",19250,W004,Warehouse And Premises,2012-07-02,SBR,,,,,,,,,,,Y,Y,
76252780,"Store Adj The Old Exchange, Burnley Road, Mytholmroyd, HX7 5PD",HX7 5PD,53.73086,-1.97378,,,9600,L037,Land Used For Storage and Premises,2010-10-01,SBR,,,,,,,,,Y,,,Y,
76252781,"Units 7 & 10, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",HX7 5QJ,53.73022,-1.97568,Myford Ltd,"Caldene Business Park, Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5QJ",6400,W027,Workshop And Premises,2013-05-01,SBR,,,,,,,,,,,Y,Y,
76252786,"Unit 20, Moderna Business Park, Mytholmroyd, Hebden Bridge        HX7 5QQ",HX7 5QQ,53.72961,-1.97342,,,10000,W027,Workshop And Premises,2016-07-01,SBR,,,,,,,,,Y,,,Y,
76252787,"Unit 21, Moderna Business Park, Mytholmroyd, Hebden Bridge        HX7 5QQ",HX7 5QQ,53.72961,-1.97342,Sissel Uk Ltd,"Unit 16 D & E, Moderna Business Park, Mythomroyd, Hebden Bridge, HX7 5QQ",7600,W027,Workshop And Premises,2020-01-01,SBR,,,,,,,,,,,Y,Y,
76252788,"1 Sandown House, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",HX7 5QJ,53.73022,-1.97568,Nobilia [G.B] Ltd,"Unit 1 Sandown House, Caldene Business Park, Burnley Road, Mytholmroyd, HX7 5QJ",29750,W004,Warehouse And Premises,2012-09-01,SBR,,,,,,,,,,,Y,Y,
76252789,"Unit 3A, Hawksclough Industrial Est, Burnley Road, Mytholmroyd          HX7 5AD",HX7 5AD,53.73251,-1.98654,Exors Of Mr G Glassbrook,"C/O Mrs P Glassbrook, Tresillian, Stubbing Brink, Hebden Bridge, HX7 6LR",2275,W004,Warehouse And Premises,2019-07-03,EX,,,,,Empty Property - RV < 15000,2019-07-06,,,,,,N,2019-07-06
76252790,"Unit 3, Moderna Business Park, Mytholmroyd, Hebden Bridge        HX7 5QQ",HX7 5QQ,53.72961,-1.97342,Bob Wild Grass Machinery Ltd,"Unit 1 & 2, Moderna Business Park, Mytholmroys, Hebden Bridage, HX7 5QQ",17250,W027,Workshop And Premises,2018-12-01,SBR,,,,,,,,,,,Y,Y,
76252791,"Unit 4, Moderna Business Park, Mytholmroyd, Hebden Bridge        HX7 5QQ",HX7 5QQ,53.72961,-1.97342,Sabring Ltd,"Unit 4, Moderna Business Park, Mytholmroyd, Hebden Bridge, HX7 5QG",19250,W027,Workshop And Premises,2012-10-01,SBR,,,,,,,,,,,Y,Y,
76252792,"Unit 3B, Hawksclough Industrial Est, Burnley Road, Mytholmroyd          HX7 5AD",HX7 5AD,53.73251,-1.98654,Exors Of Mr G Glassbrook,"C/O Mrs P Glassbrook, Tresillian, Stubbing Brink, Hebden Bridge, HX7 6LR",2475,W004,Warehouse And Premises,2019-07-03,EX,,,,,Empty Property - RV < 15000,2019-07-06,,,,,,N,2019-07-06
76252794,"Unit 2-3, Caldene Busines Park, Burnley Road, Mytholmroyd          HX7 5QJ",HX7 5QJ,53.73022,-1.97568,Industrials Uk Ltd Partnership,"C/O Workman Llp, 4th Flr, Minton Place, Station Road, Swindon, SN1 1DA",18500,S062,Showroom And Premises,2017-09-01,ER,,,,,,,Y,12/01/2017,,,,N,2017-12-01
76252795,"Unit 8C, Topland Country Business Pk, Burnley Road, Mytholmroyd          HX7 5RU",HX7 5RU,53.71955,-1.98981,Low Carbon Products Ltd,"Unit 8c Topland Country Bus Pk, Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5RU",2500,W027,Workshop And Premises,2015-01-01,SBR,,,,,,,,,Y,,,Y,
76252798,"Units 5-7A, Moderna Business Park, Burnley Road, Mytholmroyd          HX7 5QG",HX7 5QG,53.72859,-1.97571,A D Plastic Solutions Ltd,"Unit 6/7a Moderna Business Pk, Burnley Road, Mytholmroyd, HX7 5QG",39750,W027,Workshop And Premises,2012-09-01,SBR,,,,,,,,,,,Y,Y,
76252801,"Atm Site, Sainsbury's Supermarket, Burnley Road, Mytholmroyd          HX7 5LH",HX7 5LH,53.73068,-1.98183,Sainsbury's Bank Plc,"C/O Cbre Corporate Outsourcing Ltd, 55 Temple Row, Brimingham, B2 5LS",3750,S078,Site Of Atm And Premises,2010-04-01,SBR,,,,,,,,,,,Y,Y,
76252805,"Fallingroyd House, Falling Royd, Mytholmroyd, Hebden Bridge        HX7 8NT",HX7 8NT,53.73678,-1.99887,,,2400,W060,Wind Turbine And Premises,2017-04-01,SBR,,,,,,,,,Y,,,Y,
76252807,"United Co-Operatives, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5AD",HX7 5AD,53.73251,-1.98654,Co-Operative Group Ltd,"C/O Rate Account Management, Colliers Int Rating Uk Llp, 12th Flr Eleven Brindleyplace, 2 Brunswick Square, Brindleyplace Birmingham, B1 2LP",29250,S167,Shop and Premises,2010-04-01,ER,,,,,,,Y,12/26/18,,,,N,2018-12-26
76252809,"Unit 2E, Greenhill Industrial Estate, Mytholmroyd, Hebden Bridge        HX7 5QF",HX7 5QF,53.72938,-1.97754,Nimbo Ltd,"Fao Stephen Jackson, Unit 2 Greenhill Ind Estate, Mytholmroyd, Hebden Bridge, HX7 5QF",8200,W027,Workshop And Premises,2013-04-01,SBR,,,,,,,,,Y,,,Y,
76252812,"Unit 11 Caldene Business Pk, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QJ",HX7 5QJ,53.73022,-1.97568,Sgl Carbon Fibers Ltd,"Unit 1 Main Building, Caldene Business Park, Burnley Road, Mytholmroyd, HX7 5QJ",1350,S123,Store And Premises,2017-08-22,SBR,,,,,,,,,,,Y,Y,
76252816,"Units 8-9, Moderna Business Park, Mytholmroyd, Hebden Bridge        HX7 5QQ",HX7 5QQ,53.72961,-1.97342,Danish Crown Uk Ltd,"Unit 8-9 Moderna Business Park, Mytholmroyd, Hebden Bridge, HX7 5QQ",45500,W004,Warehouse And Premises,2017-01-01,SBR,,,,,,,,,,,Y,Y,
76252819,"12A Moderna Business Park, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5QQ",HX7 5QQ,53.72961,-1.97342,,,12000,W004,Warehouse And Premises,2015-06-01,SBR,,,,,,,,,Y,,,Y,
76252821,"Unit 2H Greenhill Ind Est, Mytholmroyd, Hebden Bridge, HX7 5QF",HX7 5QF,53.72938,-1.97754,Scruffy Uk Ltd,,4250,S123,Store And Premises,2016-04-01,SBR,,,,,,,,,Y,,,Y,
76252822,"Unit 2A Greenhill Ind Est, Mytholmroyd, Hebden Bridge, HX7 5QF",HX7 5QF,53.72938,-1.97754,Urban Cottage Industries Ltd,"Unit 2a, Greenhill Industrial Estate, Mytholmroyd, Hebden Bridge, HX7 5QF",34000,W004,Warehouse And Premises,2014-06-01,SBR DRR,100,2020-04-01,,,,,,,,,Y,Y,
76252824,"13-15 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",HX7 5LH,53.73068,-1.98183,,,7200,R034,Restaurant and Premises,2015-05-19,DWR,100,2020-02-10,,,,,,,,,,Y,
76252825,"Unit 4-6, Caldene Business Park, Burnley Road, Mytholmroyd          HX7 5QJ",HX7 5QJ,53.73022,-1.97568,Sgl Carbon Fibers Ltd,"Unit 1 Main Building, Caldene Business Park, Burnley Road, Mytholmroyd, HX7 5QJ",12750,W027,Workshop And Premises,2013-01-02,SBR,,,,,,,,,,,Y,Y,
76252826,"Unit 3, Grange Dean Medical Centre, Burnley Road, Mytholmroyd          HX7 5LF",HX7 5LF,53.73102,-1.98225,,,14250,O027,Offices and Premises,2019-08-21,SBR,,,,,,,,,,Y,,Y,
